date,running_total
Mon Apr 18 2016 09:09:38 GMT-0700 (PDT),1948
Mon Apr 18 2016 09:15:05 GMT-0700 (PDT),1949
Mon Apr 18 2016 10:24:59 GMT-0700 (PDT),1950
Mon Apr 18 2016 11:12:35 GMT-0700 (PDT),1951
Mon Apr 18 2016 11:13:08 GMT-0700 (PDT),1954
Mon Apr 18 2016 11:16:02 GMT-0700 (PDT),1955
Mon Apr 18 2016 11:16:24 GMT-0700 (PDT),1958
Mon Apr 18 2016 11:16:30 GMT-0700 (PDT),1959
Mon Apr 18 2016 11:16:45 GMT-0700 (PDT),1962
Mon Apr 18 2016 11:16:50 GMT-0700 (PDT),1963
Mon Apr 18 2016 11:17:27 GMT-0700 (PDT),1966
Mon Apr 18 2016 11:19:04 GMT-0700 (PDT),1967
Mon Apr 18 2016 11:33:53 GMT-0700 (PDT),1968
Mon Apr 18 2016 11:33:54 GMT-0700 (PDT),1969
Mon Apr 18 2016 11:34:15 GMT-0700 (PDT),1970
Mon Apr 18 2016 11:34:16 GMT-0700 (PDT),1971
Mon Apr 18 2016 11:35:22 GMT-0700 (PDT),1972
Mon Apr 18 2016 11:35:40 GMT-0700 (PDT),1975
Mon Apr 18 2016 11:35:49 GMT-0700 (PDT),1976
Mon Apr 18 2016 11:36:11 GMT-0700 (PDT),1977
Mon Apr 18 2016 11:36:54 GMT-0700 (PDT),1980
Mon Apr 18 2016 11:37:34 GMT-0700 (PDT),1981
Mon Apr 18 2016 11:37:44 GMT-0700 (PDT),1984
Mon Apr 18 2016 11:38:06 GMT-0700 (PDT),1985
Mon Apr 18 2016 11:38:10 GMT-0700 (PDT),1988
Mon Apr 18 2016 11:38:27 GMT-0700 (PDT),1989
Mon Apr 18 2016 11:38:42 GMT-0700 (PDT),1990
Mon Apr 18 2016 11:39:09 GMT-0700 (PDT),1991
Mon Apr 18 2016 11:39:33 GMT-0700 (PDT),1994
Mon Apr 18 2016 11:39:49 GMT-0700 (PDT),1995
Mon Apr 18 2016 11:40:05 GMT-0700 (PDT),1996
Mon Apr 18 2016 11:40:22 GMT-0700 (PDT),1997
Mon Apr 18 2016 11:40:27 GMT-0700 (PDT),1998
Mon Apr 18 2016 15:20:18 GMT-0700 (PDT),1999
Mon Apr 18 2016 15:32:23 GMT-0700 (PDT),2000
Mon Apr 18 2016 15:37:30 GMT-0700 (PDT),2001
Mon Apr 18 2016 20:07:29 GMT-0700 (PDT),2002
Mon Apr 18 2016 20:45:48 GMT-0700 (PDT),2003
Mon Apr 18 2016 20:45:52 GMT-0700 (PDT),2004
Mon Apr 18 2016 20:57:08 GMT-0700 (PDT),2005
Mon Apr 18 2016 22:44:38 GMT-0700 (PDT),2006
Mon Apr 18 2016 22:44:46 GMT-0700 (PDT),2007
Mon Apr 18 2016 22:45:01 GMT-0700 (PDT),2010
Mon Apr 18 2016 22:45:15 GMT-0700 (PDT),2011
Mon Apr 18 2016 22:45:32 GMT-0700 (PDT),2014
Mon Apr 18 2016 22:45:48 GMT-0700 (PDT),2015
Mon Apr 18 2016 22:46:04 GMT-0700 (PDT),2016
Mon Apr 18 2016 22:46:53 GMT-0700 (PDT),2019
Tue Apr 19 2016 00:44:16 GMT-0700 (PDT),2020
Tue Apr 19 2016 04:04:10 GMT-0700 (PDT),2021
Tue Apr 19 2016 09:11:41 GMT-0700 (PDT),2022
Tue Apr 19 2016 09:57:29 GMT-0700 (PDT),2023
Tue Apr 19 2016 10:09:15 GMT-0700 (PDT),2026
Tue Apr 19 2016 10:14:25 GMT-0700 (PDT),2027
Tue Apr 19 2016 10:21:38 GMT-0700 (PDT),2028
Tue Apr 19 2016 10:22:35 GMT-0700 (PDT),2029
Tue Apr 19 2016 10:25:50 GMT-0700 (PDT),2030
Tue Apr 19 2016 10:26:29 GMT-0700 (PDT),2031
Tue Apr 19 2016 11:14:36 GMT-0700 (PDT),2032
Tue Apr 19 2016 11:15:27 GMT-0700 (PDT),2033
Tue Apr 19 2016 11:17:45 GMT-0700 (PDT),2034
Tue Apr 19 2016 11:18:12 GMT-0700 (PDT),2035
Tue Apr 19 2016 11:21:52 GMT-0700 (PDT),2038
Tue Apr 19 2016 11:21:52 GMT-0700 (PDT),2041
Tue Apr 19 2016 11:22:27 GMT-0700 (PDT),2042
Tue Apr 19 2016 11:23:12 GMT-0700 (PDT),2043
Tue Apr 19 2016 11:35:06 GMT-0700 (PDT),2044
Tue Apr 19 2016 11:48:11 GMT-0700 (PDT),2045
Tue Apr 19 2016 16:48:12 GMT-0700 (PDT),2046
Tue Apr 19 2016 17:01:53 GMT-0700 (PDT),2047
Tue Apr 19 2016 17:06:45 GMT-0700 (PDT),2048
Tue Apr 19 2016 17:13:00 GMT-0700 (PDT),2049
Tue Apr 19 2016 17:31:51 GMT-0700 (PDT),2050
Thu Apr 21 2016 11:07:43 GMT-0700 (PDT),2051
Thu Apr 21 2016 11:08:29 GMT-0700 (PDT),2052
Thu Apr 21 2016 11:08:52 GMT-0700 (PDT),2053
Thu Apr 21 2016 11:09:07 GMT-0700 (PDT),2054
Thu Apr 21 2016 11:10:23 GMT-0700 (PDT),2057
Thu Apr 21 2016 11:29:23 GMT-0700 (PDT),2058
Thu Apr 21 2016 11:31:27 GMT-0700 (PDT),2061
Thu Apr 21 2016 11:44:30 GMT-0700 (PDT),2062
Thu Apr 21 2016 11:46:29 GMT-0700 (PDT),2065
Fri Apr 22 2016 10:49:12 GMT-0700 (PDT),2066
Fri Apr 22 2016 10:50:22 GMT-0700 (PDT),2067
Fri Apr 22 2016 11:04:48 GMT-0700 (PDT),2068
Sat Apr 23 2016 13:57:53 GMT-0700 (PDT),2069
Sat Apr 23 2016 14:18:07 GMT-0700 (PDT),2070
Sat Apr 23 2016 14:19:25 GMT-0700 (PDT),2071
Sat Apr 23 2016 14:21:03 GMT-0700 (PDT),2072
Sat Apr 23 2016 14:23:48 GMT-0700 (PDT),2073
Sat Apr 23 2016 14:25:24 GMT-0700 (PDT),2074
Sun Apr 24 2016 16:16:24 GMT-0700 (PDT),2075
Sun Apr 24 2016 16:16:44 GMT-0700 (PDT),2076
Sun Apr 24 2016 16:42:04 GMT-0700 (PDT),2077
Sun Apr 24 2016 16:46:36 GMT-0700 (PDT),2080
Sun Apr 24 2016 16:48:42 GMT-0700 (PDT),2083
Sun Apr 24 2016 16:49:21 GMT-0700 (PDT),2084
Sun Apr 24 2016 16:50:06 GMT-0700 (PDT),2087
Sun Apr 24 2016 16:57:36 GMT-0700 (PDT),2088
Sun Apr 24 2016 16:59:23 GMT-0700 (PDT),2089
Sun Apr 24 2016 17:00:15 GMT-0700 (PDT),2090
Sun Apr 24 2016 17:01:00 GMT-0700 (PDT),2091
Sun Apr 24 2016 17:01:01 GMT-0700 (PDT),2092
Sun Apr 24 2016 17:01:23 GMT-0700 (PDT),2093
Sun Apr 24 2016 17:03:59 GMT-0700 (PDT),2094
Sun Apr 24 2016 17:52:43 GMT-0700 (PDT),2114
Sun Apr 24 2016 17:54:34 GMT-0700 (PDT),2117
Sun Apr 24 2016 17:54:41 GMT-0700 (PDT),2118
Sun Apr 24 2016 17:57:15 GMT-0700 (PDT),2121
Sun Apr 24 2016 17:57:48 GMT-0700 (PDT),2122
Sun Apr 24 2016 17:59:19 GMT-0700 (PDT),2123
Sun Apr 24 2016 18:00:16 GMT-0700 (PDT),2126
Sun Apr 24 2016 18:01:44 GMT-0700 (PDT),2129
Sun Apr 24 2016 18:02:37 GMT-0700 (PDT),2130
Sun Apr 24 2016 18:02:44 GMT-0700 (PDT),2131
Sun Apr 24 2016 18:02:50 GMT-0700 (PDT),2132
Sun Apr 24 2016 18:03:20 GMT-0700 (PDT),2135
Sun Apr 24 2016 18:03:34 GMT-0700 (PDT),2136
Sun Apr 24 2016 18:03:43 GMT-0700 (PDT),2137
Sun Apr 24 2016 18:03:57 GMT-0700 (PDT),2138
Sun Apr 24 2016 18:04:04 GMT-0700 (PDT),2139
Sun Apr 24 2016 18:04:20 GMT-0700 (PDT),2140
Sun Apr 24 2016 18:05:46 GMT-0700 (PDT),2143
Sun Apr 24 2016 18:05:53 GMT-0700 (PDT),2144
Sun Apr 24 2016 18:05:59 GMT-0700 (PDT),2145
Sun Apr 24 2016 18:06:01 GMT-0700 (PDT),2146
Sun Apr 24 2016 18:06:02 GMT-0700 (PDT),2147
Sun Apr 24 2016 18:06:31 GMT-0700 (PDT),2148
Sun Apr 24 2016 18:06:55 GMT-0700 (PDT),2151
Sun Apr 24 2016 18:08:04 GMT-0700 (PDT),2154
Sun Apr 24 2016 18:08:19 GMT-0700 (PDT),2155
Sun Apr 24 2016 18:09:00 GMT-0700 (PDT),2158
Sun Apr 24 2016 18:10:57 GMT-0700 (PDT),2161
Sun Apr 24 2016 18:11:12 GMT-0700 (PDT),2162
Sun Apr 24 2016 18:12:03 GMT-0700 (PDT),2163
Sun Apr 24 2016 18:12:03 GMT-0700 (PDT),2166
Sun Apr 24 2016 18:12:53 GMT-0700 (PDT),2169
Sun Apr 24 2016 18:13:06 GMT-0700 (PDT),2170
Sun Apr 24 2016 18:13:33 GMT-0700 (PDT),2171
Sun Apr 24 2016 18:13:37 GMT-0700 (PDT),2172
Sun Apr 24 2016 18:13:45 GMT-0700 (PDT),2173
Sun Apr 24 2016 18:13:51 GMT-0700 (PDT),2174
Sun Apr 24 2016 18:15:34 GMT-0700 (PDT),2175
Sun Apr 24 2016 18:15:34 GMT-0700 (PDT),2178
Sun Apr 24 2016 18:15:49 GMT-0700 (PDT),2179
Sun Apr 24 2016 18:15:49 GMT-0700 (PDT),2182
Sun Apr 24 2016 18:16:43 GMT-0700 (PDT),2183
Sun Apr 24 2016 18:16:43 GMT-0700 (PDT),2186
Sun Apr 24 2016 18:19:56 GMT-0700 (PDT),2189
Sun Apr 24 2016 18:20:21 GMT-0700 (PDT),2190
Sun Apr 24 2016 18:21:03 GMT-0700 (PDT),2193
Sun Apr 24 2016 18:21:20 GMT-0700 (PDT),2194
Sun Apr 24 2016 18:21:35 GMT-0700 (PDT),2195
Sun Apr 24 2016 18:21:43 GMT-0700 (PDT),2196
Sun Apr 24 2016 18:22:55 GMT-0700 (PDT),2197
Sun Apr 24 2016 18:23:04 GMT-0700 (PDT),2198
Sun Apr 24 2016 18:23:30 GMT-0700 (PDT),2201
Sun Apr 24 2016 18:38:06 GMT-0700 (PDT),2202
Sun Apr 24 2016 18:39:17 GMT-0700 (PDT),2203
Sun Apr 24 2016 18:40:32 GMT-0700 (PDT),2204
Sun Apr 24 2016 19:57:09 GMT-0700 (PDT),2205
Sun Apr 24 2016 20:16:02 GMT-0700 (PDT),2206
Sun Apr 24 2016 20:27:19 GMT-0700 (PDT),2207
Sun Apr 24 2016 21:11:14 GMT-0700 (PDT),2208
Sun Apr 24 2016 21:23:26 GMT-0700 (PDT),2209
Sun Apr 24 2016 21:23:56 GMT-0700 (PDT),2210
Sun Apr 24 2016 21:24:47 GMT-0700 (PDT),2211
Sun Apr 24 2016 21:30:40 GMT-0700 (PDT),2212
Sun Apr 24 2016 22:17:49 GMT-0700 (PDT),2213
Sun Apr 24 2016 23:43:20 GMT-0700 (PDT),2214
Sun Apr 24 2016 23:53:03 GMT-0700 (PDT),2215
Sun Apr 24 2016 23:53:03 GMT-0700 (PDT),2218
Sun Apr 24 2016 23:53:10 GMT-0700 (PDT),2219
Sun Apr 24 2016 23:53:19 GMT-0700 (PDT),2220
Sun Apr 24 2016 23:53:31 GMT-0700 (PDT),2221
Mon Apr 25 2016 00:48:13 GMT-0700 (PDT),2222
Mon Apr 25 2016 01:09:33 GMT-0700 (PDT),2223
Mon Apr 25 2016 01:09:57 GMT-0700 (PDT),2224
Mon Apr 25 2016 09:39:39 GMT-0700 (PDT),2225
Mon Apr 25 2016 12:10:40 GMT-0700 (PDT),2226
Mon Apr 25 2016 12:10:40 GMT-0700 (PDT),2229
Mon Apr 25 2016 12:10:48 GMT-0700 (PDT),2230
Mon Apr 25 2016 12:10:59 GMT-0700 (PDT),2231
Mon Apr 25 2016 12:12:52 GMT-0700 (PDT),2234
Mon Apr 25 2016 12:12:58 GMT-0700 (PDT),2235
Mon Apr 25 2016 12:13:21 GMT-0700 (PDT),2236
Mon Apr 25 2016 12:23:26 GMT-0700 (PDT),2237
Mon Apr 25 2016 15:05:03 GMT-0700 (PDT),2238
Mon Apr 25 2016 16:00:55 GMT-0700 (PDT),2239
Mon Apr 25 2016 16:06:37 GMT-0700 (PDT),2242
Mon Apr 25 2016 16:17:23 GMT-0700 (PDT),2243
Mon Apr 25 2016 16:51:39 GMT-0700 (PDT),2244
Mon Apr 25 2016 17:54:19 GMT-0700 (PDT),2245
Mon Apr 25 2016 18:04:53 GMT-0700 (PDT),2246
Mon Apr 25 2016 18:09:04 GMT-0700 (PDT),2247
Mon Apr 25 2016 18:42:48 GMT-0700 (PDT),2248
Mon Apr 25 2016 20:48:48 GMT-0700 (PDT),2249
Mon Apr 25 2016 20:54:51 GMT-0700 (PDT),2250
Mon Apr 25 2016 20:54:58 GMT-0700 (PDT),2251
Mon Apr 25 2016 23:08:27 GMT-0700 (PDT),2252
Mon Apr 25 2016 23:30:16 GMT-0700 (PDT),2255
Mon Apr 25 2016 23:30:23 GMT-0700 (PDT),2256
Mon Apr 25 2016 23:30:31 GMT-0700 (PDT),2257
Mon Apr 25 2016 23:32:19 GMT-0700 (PDT),2258
Mon Apr 25 2016 23:32:19 GMT-0700 (PDT),2261
Mon Apr 25 2016 23:33:44 GMT-0700 (PDT),2264
Mon Apr 25 2016 23:33:49 GMT-0700 (PDT),2265
Mon Apr 25 2016 23:41:46 GMT-0700 (PDT),2266
Mon Apr 25 2016 23:42:45 GMT-0700 (PDT),2267
Mon Apr 25 2016 23:43:50 GMT-0700 (PDT),2268
Mon Apr 25 2016 23:45:03 GMT-0700 (PDT),2269
Mon Apr 25 2016 23:46:01 GMT-0700 (PDT),2270
Mon Apr 25 2016 23:52:14 GMT-0700 (PDT),2271
Mon Apr 25 2016 23:53:26 GMT-0700 (PDT),2272
Mon Apr 25 2016 23:53:27 GMT-0700 (PDT),2273
Tue Apr 26 2016 09:32:47 GMT-0700 (PDT),2274
Tue Apr 26 2016 09:34:20 GMT-0700 (PDT),2275
Tue Apr 26 2016 09:46:51 GMT-0700 (PDT),2276
Tue Apr 26 2016 10:17:32 GMT-0700 (PDT),2277
Tue Apr 26 2016 10:18:59 GMT-0700 (PDT),2278
Tue Apr 26 2016 10:57:32 GMT-0700 (PDT),2279
Tue Apr 26 2016 11:03:47 GMT-0700 (PDT),2280
Tue Apr 26 2016 11:17:36 GMT-0700 (PDT),2281
Tue Apr 26 2016 11:22:31 GMT-0700 (PDT),2282
Tue Apr 26 2016 11:23:48 GMT-0700 (PDT),2283
Tue Apr 26 2016 11:25:45 GMT-0700 (PDT),2284
Tue Apr 26 2016 11:39:17 GMT-0700 (PDT),2285
Tue Apr 26 2016 11:39:17 GMT-0700 (PDT),2288
Tue Apr 26 2016 11:39:50 GMT-0700 (PDT),2289
Tue Apr 26 2016 11:39:56 GMT-0700 (PDT),2290
Tue Apr 26 2016 11:40:02 GMT-0700 (PDT),2291
Tue Apr 26 2016 12:20:47 GMT-0700 (PDT),2292
Tue Apr 26 2016 14:57:46 GMT-0700 (PDT),2293
Tue Apr 26 2016 21:04:07 GMT-0700 (PDT),2294
Tue Apr 26 2016 21:05:22 GMT-0700 (PDT),2297
Tue Apr 26 2016 21:05:26 GMT-0700 (PDT),2298
Tue Apr 26 2016 21:05:41 GMT-0700 (PDT),2299
Tue Apr 26 2016 21:06:31 GMT-0700 (PDT),2302
Tue Apr 26 2016 21:06:49 GMT-0700 (PDT),2303
Tue Apr 26 2016 21:48:02 GMT-0700 (PDT),2304
Tue Apr 26 2016 21:50:35 GMT-0700 (PDT),2307
Tue Apr 26 2016 21:50:42 GMT-0700 (PDT),2308
Tue Apr 26 2016 21:53:09 GMT-0700 (PDT),2311
Tue Apr 26 2016 23:57:31 GMT-0700 (PDT),2312
